x,r_m,rho_dimless,pr_dimless,pt_dimless,enclosed_mass_kg,compactness,nu,lambda_metric
4.0505142880360046,0.13366697150518816,1.4968293759774176,1.1301261923675978,0.5590794957470342,1.226263192830652e-07,1.3625545487470148e-33,-4.146482544327597e-33,6.812772743735074e-34
4.080518023502938,0.13465709477559695,1.4891093247624088,1.1216600602153746,0.5455498700827455,1.2499409364363554e-07,1.3786517132836298e-33,-4.131541285306066e-33,6.893258566418149e-34
4.110521758969871,0.13564721804600577,1.481377393466864,1.1131821097736858,0.5320564428953588,1.2738451079193011e-07,1.3947618042904703e-33,-4.116580069072028e-33,6.973809021452352e-34
4.140525494436805,0.13663734131641456,1.4736342304314947,1.1046932217304601,0.5186013486209692,1.2979744406158576e-07,1.4108831639093162e-33,-4.101600369821116e-33,7.054415819546581e-34
4.170529229903738,0.13762746458682337,1.4658804741051021,1.0961942732764218,0.5051867097414389,1.322327630216437e-07,1.427014141363657e-33,-4.086603656087564e-33,7.135070706818285e-34
4.200532965370671,0.13861758785723216,1.458116757236721,1.0876861427034608,0.4918146399676131,1.3469033351288815e-07,1.4431530930951293e-33,-4.0715913905035034e-33,7.215765465475647e-34
4.230536700837605,0.13960771112764095,1.4503437032670496,1.0791697057175025,0.4784872412655016,1.371700176864154e-07,1.4592983829178767e-33,-4.056565029545741e-33,7.296491914589384e-34
4.260540436304538,0.14059783439804976,1.4425619275816217,1.0706458369379035,0.46520660480177134,1.3967167403747262e-07,1.4754483821164166e-33,-4.0415260233099966e-33,7.377241910582083e-34
4.290544171771471,0.14158795766845855,1.4347720378982944,1.0621154104931783,0.4519748111986635,1.4219515744425493e-07,1.4916014695914152e-33,-4.0264758152562496e-33,7.458007347957076e-34
4.320547907238405,0.14257808093886737,1.4269746315046412,1.0535792971608104,0.43879392810297335,1.447403192014636e-07,1.507756031944809e-33,-4.011415841983945e-33,7.538780159724045e-34
4.350551642705338,0.14356820420927616,1.4191702987542265,1.045038368398601,0.4256660132222756,1.4730700705658774e-07,1.52391046358959e-33,-3.99634753299062e-33,7.61955231794795e-34
4.3805553781722715,0.14455832747968497,1.4113596188536284,1.0364934918355575,0.41259311047480235,1.4989506524489462e-07,1.5400631668417976e-33,-3.981272310436938e-33,7.700315834208988e-34
4.410559113639205,0.14554845075009376,1.4035431628080777,1.0279455347505517,0.3995772527081197,1.5250433452205742e-07,1.5562125519846597e-33,-3.966191588924059e-33,7.781062759923298e-34
4.440562849106138,0.14653857402050258,1.3957214914781824,1.0193953620622629,0.3866204598237814,1.5513465219998993e-07,1.5723570373626273e-33,-3.9511067752505564e-33,7.861785186813137e-34
4.4705665845730715,0.14752869729091136,1.3878951552163823,1.0108438360846472,0.3737247384113327,1.5778585217708486e-07,1.58849504941529e-33,-3.936019268200067e-33,7.94247524707645e-34
